aw,sucrose
0.998000000,0.001371740
0.997000000,0.002582673
0.997000000,0.002635028
0.993000000,0.005053062
0.993000000,0.005355143
0.991000000,0.007428290
0.985000000,0.009709632
0.983000000,0.011893165
0.978000000,0.014010811
0.972000000,0.015170887
0.967000000,0.018056630
0.957000000,0.020607575
0.947000000,0.022909204
