aw,dl_alanine
0.996320199,0.003874321
0.996313794,0.003881471
0.994813819,0.005492990
0.994820549,0.005485863
0.991348421,0.009091510
0.991362794,0.009077358
0.989676547,0.010747936
0.989666385,0.010758514
0.985880230,0.014350601
0.985891987,0.014340100
0.980329152,0.019400016
0.980334420,0.019394819
