aw,fructose
0.996000000,0.002493683
0.992000000,0.004875945
0.994000000,0.004945257
0.981000000,0.009508403
0.976000000,0.014020166
0.971000000,0.018288673
0.964000000,0.022396158
0.958000000,0.026753651
0.952000000,0.028804693
0.941000000,0.033824672
0.926000000,0.038432570
0.909000000,0.043234780
0.889000000,0.047481467
0.836000000,0.056032070
