aw,glycine
0.996272533,0.003901133
0.996265701,0.003908283
0.994787686,0.005509025
0.994782628,0.005514370
0.991369518,0.009236536
0.991365480,0.009241841
0.989653990,0.011118019
0.989637590,0.011135635
0.985839690,0.015350667
0.985850975,0.015338441
0.980696604,0.021041178
0.980679167,0.021060168
