aw,fructose
0.996184936,0.045000000
0.989202147,0.060000000
0.985731378,0.095000000
0.978830794,0.115000000
0.961815466,0.205000000
0.958452412,0.255000000
0.955102559,0.340000000
0.915913474,0.460000000
0.842835867,0.585000000
0.747715823,0.680000000
0.477156688,0.820000000
0.370461995,0.870000000
