aw,dl_alanine
0.995995704,0.004015517
0.995994024,0.004024452
0.994399766,0.005615914
0.994399303,0.005614133
0.990735212,0.009286047
0.990734961,0.009280742
0.989744925,0.010273472
0.989746124,0.010268178
0.986490000,0.013522087
0.986489363,0.013513321
0.981274434,0.018671928
0.981273889,0.018663254
