aw,glycine
0.998179378,0.003704475
0.997144962,0.005859893
0.997121980,0.005906182
0.997097357,0.005957806
0.995500294,0.009439854
0.993448980,0.013781476
0.993016607,0.014700505
0.990737220,0.019732497
0.990590352,0.020068212
0.986071149,0.030230397
0.984476342,0.033808857
0.982955444,0.037247475
1.000000000,0.018330047
0.965925668,0.986508722
0.981045408,0.034776561
0.978310086,0.047646825
0.978067458,0.048172649
0.976064500,0.052656011
