aw,glycine
0.999898455,0.000102674
0.996508384,0.003584654
0.994921245,0.005339736
0.992504185,0.007766626
0.987502866,0.013532605
0.985168258,0.016041833
0.982895743,0.018658049
0.978228237,0.023821499
0.968100828,0.035457493
0.959998793,0.044734510
0.955458590,0.049100405
0.951735272,0.053713803
