aw,sucrose
0.997000000,0.001371740
0.994000000,0.002582673
0.996000000,0.002635028
0.990000000,0.005053062
0.988000000,0.007428290
0.984000000,0.009709632
0.981000000,0.011893165
0.976000000,0.014010811
0.969000000,0.015170887
0.962000000,0.018056630
0.955000000,0.020607575
0.945000000,0.022909204
