aw,glycine
0.996387255,0.003722356
0.996383784,0.003725932
0.993889279,0.006393734
0.993881417,0.006402626
0.991119371,0.009416875
0.991107699,0.009429249
0.985996869,0.015078123
0.985980631,0.015095598
0.983205397,0.018163359
0.983194149,0.018175515
0.978953534,0.022850615
0.978944019,0.022860935
