aw,glycine
0.996390522,0.003656192
0.996402517,0.003643674
0.994081748,0.006050362
0.994066080,0.006066379
0.990778109,0.009545901
0.990783990,0.009538832
0.987279319,0.013332717
0.987298082,0.013311672
0.985626161,0.015151515
0.985614553,0.015163746
0.982660481,0.018467175
0.982649068,0.018479324
