aw,dl_alanine
0.996390628,0.003711627
0.996402432,0.003699110
0.993887372,0.006329703
0.993880500,0.006336818
0.991111822,0.009183482
0.991130654,0.009164028
0.985594080,0.014543079
0.985581949,0.014555325
0.982667924,0.017217722
0.982680139,0.017207282
0.978492883,0.020913403
0.978503536,0.020903041
