aw,glycine
0.995995480,0.004079846
0.995994010,0.004083419
0.994378874,0.005754836
0.994378856,0.005756617
0.990736836,0.009664292
0.990736836,0.009664292
0.986770712,0.013977679
0.986771083,0.013993442
0.986500943,0.014291092
0.986496968,0.014310346
0.981289064,0.020111458
0.981286611,0.020118377
