aw,fructose
0.852387044,0.115570000
0.974212181,0.024570000
0.818793158,0.136590000
0.968536118,0.030031000
0.782140505,0.173100000
0.955355037,0.040284000
0.755399940,0.232400000
0.910924075,0.076240000
