aw,sucrose
0.996184936,0.055000000
0.989202147,0.106000000
0.985731378,0.215000000
0.958452412,0.320000000
0.938549329,0.445000000
0.900120424,0.596000000
0.869443583,0.650000000
0.752814048,0.760000000
0.708298476,0.785000000
0.599397747,0.820000000
0.543152662,0.865000000
