aw,fructose,glucose,sucrose
0.986000000,0.006239487,0.001472048,0.001194258
0.974000000,0.012495490,0.002947992,0.002391677
0.957000000,0.018183352,0.004289898,0.003480352
0.935000000,0.024110366,0.005688226,0.004614801
0.901000000,0.029837905,0.007039493,0.005711070
0.846000000,0.035542519,0.008385351,0.006802952
