aw,xylitol
0.997601155,0.002393824
0.995116264,0.004872557
0.992464715,0.007507612
0.989886504,0.010063434
0.986950895,0.012973065
0.984072723,0.015794102
0.979576696,0.020173725
0.973707657,0.025868619
0.952902271,0.045503239
0.922980849,0.073638327
